Product Name,Price,Ratings
John Coltrane - My Favorite Things [Disco de Vinil],"R$170,00","4,7 de 5 estrelas"
Sketches Of Spain [Mono] [Disco de Vinil],"R$196,74","4,4 de 5 estrelas"
King Of The Delta Blues Singers [Disco de Vinil],"R$170,31","4,3 de 5 estrelas"
Unforgettable [Disco de Vinil],"R$167,25","4,7 de 5 estrelas"
Juan Pablo: The Philosopher [Disco de Vinil],"R$143,41","5,0 de 5 estrelas"
Empyrean Isles [Disco de Vinil],"R$183,57","4,5 de 5 estrelas"
Scenery [Disco de Vinil],"R$226,41","4,7 de 5 estrelas"
Awakening [Disco de Vinil],"R$223,35","4,7 de 5 estrelas"
Head Hunters [Disco de Vinil],"R$375,65","4,7 de 5 estrelas"
Monk [Disco de Vinil],"R$138,82","5,0 de 5 estrelas"
Born To Be Blue: Heartfelt Homage To The Life & Music Of Chet Baker,"R$150,08","4,0 de 5 estrelas"
Black Saint & The Sinner Lady,"R$173,37","4,8 de 5 estrelas"
Spanish Heart Band - Antidote [Disco de Vinil],"R$218,25","4,5 de 5 estrelas"
Beyond The Missouri Sky,"R$211,11","4,8 de 5 estrelas"
Sings For Only The Lonely (60th Anniversary Stereo Mix) [Disco de Vinil],"R$240,69","4,9 de 5 estrelas"
Jorge Ben [Disco de Vinil],"R$202,82","4,8 de 5 estrelas"
People Of The Sun [Disco de Vinil],"R$160,45","4,2 de 5 estrelas"
Mais opções de compra,Seasons [Disco de Vinil],"R$208,40"
Embrya (20th Anniversary) [Disco de Vinil],"R$240,83","4,8 de 5 estrelas"
Dusk Fire [Disco de Vinil],"R$211,11",-1
For The Morning [Disco de Vinil],"R$162,96","4,4 de 5 estrelas"
"Welcome Home, Bon Voyage","R$140,87","4,6 de 5 estrelas"
Modern Jazz Dance Classics Volume One [Disco de Vinil],"R$226,89",-1
California Spirit (With Bill Champlin) [Disco de Vinil],"R$199,89",-1
Africa / Brass [Disco de Vinil],"R$179,49",-1
Little Girl Blue [Disco de Vinil],"R$227,43","4,7 de 5 estrelas"
A Love Supreme: The Complete Masters [Disco de Vinil],"R$281,49","4,2 de 5 estrelas"
Songs & Photographs [Disco de Vinil],"R$694,97","5,0 de 5 estrelas"
Mais opções de compra,Monk's Music [Disco de Vinil],"R$180,51"
Platinum Collection [Disco de Vinil],"R$322,65","4,6 de 5 estrelas"
III,"R$158,23","4,6 de 5 estrelas"
Sentiments [Disco de Vinil],"R$147,61","5,0 de 5 estrelas"
Snake Decides [Disco de Vinil],"R$272,10","2,0 de 5 estrelas"
California Dreaming,"R$188,67","4,6 de 5 estrelas"
Meditations [Disco de Vinil],"R$164,22","4,9 de 5 estrelas"
Coleman Hawkins Encounters Ben Webster,"R$179,49","4,8 de 5 estrelas"
You Can't Steal My Joy,"R$206,00","4,1 de 5 estrelas"
Big Business [Disco de Vinil],"R$211,11","5,0 de 5 estrelas"
The Look Of Love [Disco de Vinil],"R$236,61","4,4 de 5 estrelas"
Sonny Rollins With The Modern Jazz Quartet [LP],"R$215,76","4,3 de 5 estrelas"
Bossa Nova [Disco de Vinil],"R$140,73",-1
Canvas [Disco de Vinil],"R$242,58","4,9 de 5 estrelas"
Moondog [Disco de Vinil],"R$164,05","4,1 de 5 estrelas"
Genius of Modern Music 2 [Disco de Vinil],"R$134,66","4,5 de 5 estrelas"
Mais opções de compra,Vince & Bola [Disco de Vinil],"R$140,73"
Hejira [Disco de Vinil],"R$217,23","4,8 de 5 estrelas"
Mode for Joe [Disco de Vinil],"R$152,97","4,7 de 5 estrelas"
Incredible Jazz Guitar,"R$187,76","4,7 de 5 estrelas"
Golden Hits [Disco de Vinil],"R$175,41","4,6 de 5 estrelas"
Introducing Kenny Burrell [Disco de Vinil],"R$249,11","4,8 de 5 estrelas"
Grant's First Stand [Disco de Vinil],"R$183,01","4,9 de 5 estrelas"
Wisdom Of Elders [Disco de Vinil],"R$205,76","4,4 de 5 estrelas"
Take Me To The Alley [Disco de Vinil],"R$212,13","4,7 de 5 estrelas"
Sinatra at the Sands [Disco de Vinil],"R$243,75","4,8 de 5 estrelas"
The Essential Dave Brubeck [Disco de Vinil],"R$208,27","4,4 de 5 estrelas"
Point of Departure [Disco de Vinil],"R$160,11","4,7 de 5 estrelas"
Art Pepper + Eleven: Modern Jazz Classics [Disco de Vinil],"R$149,20","4,8 de 5 estrelas"
Soul Junction [Disco de Vinil],"R$149,69","4,6 de 5 estrelas"
Miles in the Sky [Disco de Vinil],"R$617,83","4,7 de 5 estrelas"
Night Train [Disco de Vinil],"R$156,82","4,5 de 5 estrelas"
Someday My Prince Will Come [Disco de Vinil],"R$169,80","4,6 de 5 estrelas"
Milestones [Disco de Vinil],"R$152,85","4,9 de 5 estrelas"
Porgy and Bess [Mono] [Disco de Vinil],"R$151,98","4,4 de 5 estrelas"
Great Summit [Disco de Vinil],"R$154,38","4,7 de 5 estrelas"
Waltz for Debby,"R$151,40","4,5 de 5 estrelas"
Sunday At The Village Vanguard [LP],"R$162,96","4,7 de 5 estrelas"
Relaxin with the Miles Davis Quintet [Disco de Vinil],"R$184,52","4,6 de 5 estrelas"
A Humdrum Star [Disco de Vinil],"R$182,77","4,5 de 5 estrelas"
Mais opções de compra,My Favorite Things: Stereo & Mono Original Versions [Disco de Vinil],"R$207,03"
Lucus [Disco de Vinil],"R$206,01","4,0 de 5 estrelas"
Modern Lore [Disco de Vinil],"R$173,66","4,7 de 5 estrelas"
Tauhid,"R$155,00","5,0 de 5 estrelas"
Art Blakey & The Jazz Messengers [Disco de Vinil],"R$162,49","5,0 de 5 estrelas"
Introducing Johnny Griffin [Disco de Vinil],"R$193,24","4,1 de 5 estrelas"
How Glad I Am [Disco de Vinil],"R$192,58",-1
Be Known Ancient / Future / Music,"R$307,60",-1
Memphis... Yes I'm Ready [Disco de Vinil],"R$176,43","4,4 de 5 estrelas"
Music Never Stops,"R$223,35","4,6 de 5 estrelas"
Jazz Is Back In Grand Rapids [Disco de Vinil],"R$239,67","4,0 de 5 estrelas"
Simply Christmas [Disco de Vinil],"R$171,42","4,8 de 5 estrelas"
Mais opções de compra,My Point Of View [Disco de Vinil],"R$178,47"
Complete Prestige 10'' Collection,"R$641,51","4,3 de 5 estrelas"
Jazz Loves Disney 2 - A Kind Of Magic,"R$208,47","4,5 de 5 estrelas"
Alone in San Francisco [Disco de Vinil],"R$218,25","4,7 de 5 estrelas"
Mais opções de compra,Impressions [Disco de Vinil],"R$198,87"
Live In Montreal [Disco de Vinil],"R$215,19","4,6 de 5 estrelas"
Blue Moon [Disco de Vinil],"R$268,23","4,6 de 5 estrelas"
Contours - Blue Note Tone Poet Series,"R$268,43","4,9 de 5 estrelas"
Ole Coltrane [Disco de Vinil],"R$217,00","4,9 de 5 estrelas"
Etcetera [Disco de Vinil],"R$276,92","4,7 de 5 estrelas"
"Now He Sings, Now He Sobs","R$221,31","4,8 de 5 estrelas"
Fabulous Shirley Bassey [Disco de Vinil],"R$149,22","3,5 de 5 estrelas"
Uprising [Disco de Vinil],"R$176,00","4,7 de 5 estrelas"
Both Directions At Once: The Lost Album,"R$306,94","4,7 de 5 estrelas"
What A Difference A Day Makes [Disco de Vinil],"R$131,00","4,8 de 5 estrelas"
In The Wee Small Hours,"R$185,65","4,7 de 5 estrelas"
Turn This Mutha Out [Disco de Vinil],"R$230,49","5,0 de 5 estrelas"
Clubhouse [Disco de Vinil],"R$254,17","4,9 de 5 estrelas"
ELLA FITZGERALD SINGS THE GEORGE & IRA GERSHWIN SONG BOOKS [Disco de Vinil],"R$1.385,52","3,7 de 5 estrelas"
Marseille [Disco de Vinil],"R$241,71","4,2 de 5 estrelas"
Black Fire [Disco de Vinil],"R$249,11","4,4 de 5 estrelas"
Beach Boys With Royal Philharmonic Orchestra (2 Lp/Orange Vinyl) [Disco de Vinil],"R$244,32","5,0 de 5 estrelas"
Art Pepper Quartet (Clear Vinyl/Mono) [Disco de Vinil],"R$231,90","5,0 de 5 estrelas"
Cornbread [Disco de Vinil],"R$268,86","4,6 de 5 estrelas"
"New Bottle, Old Wine","R$241,75","4,0 de 5 estrelas"
We Out Here / Various [Disco de Vinil],"R$176,37","4,6 de 5 estrelas"
World Spirituality Classics 1: Ecstatic Music [Disco de Vinil],"R$219,27","4,8 de 5 estrelas"
On [Disco de Vinil],"R$594,71","4,0 de 5 estrelas"
Maxwell's Urban Hang Suite [Disco de Vinil],"R$208,27","4,7 de 5 estrelas"
Seven Secrets [Disco de Vinil],"R$155,07","4,7 de 5 estrelas"
Epic [Disco de Vinil],"R$381,45","4,6 de 5 estrelas"
Mosaic [Disco de Vinil],"R$158,01","4,5 de 5 estrelas"
Cool Struttin [Disco de Vinil],"R$164,15","4,5 de 5 estrelas"
Love Hurts [Disco de Vinil],"R$175,11","4,2 de 5 estrelas"
You Don't Know The Life [Disco de Vinil],"R$226,50","4,0 de 5 estrelas"
Mary Lou Williams [Disco de Vinil],"R$180,33","5,0 de 5 estrelas"
The Gleaners [Disco de Vinil],"R$195,81",-1
Sonny Stitt - Sonny Stitt.  Lone Wolf [Disco de Vinil],"R$594,74",-1
Glitter Wolf [Disco de Vinil],"R$133,24",-1
Tutankaman,"R$208,20",-1
Trio Tapestry,"R$206,01","4,6 de 5 estrelas"
Coltrane '58: The Prestige Recordings,"R$2.117,05","4,7 de 5 estrelas"
Night Hawk (With Eddie Lockjaw Davis) [Disco de Vinil],"R$152,19","4,6 de 5 estrelas"
Joni Mitchell - Love Has Many Faces. A Quartet [Disco de Vinil],"R$1.389,19","4,8 de 5 estrelas"
A Day In The Life: Impressions Of Pepper (Various Artists) [Disco de Vinil],"R$218,11","4,8 de 5 estrelas"
A Winter Romance [Disco de Vinil],"R$153,25","4,5 de 5 estrelas"
Judy at Carnegie Hall [Disco de Vinil],"R$244,77","4,8 de 5 estrelas"
Inner Source [Disco de Vinil],"R$301,32",-1
A Touch Of Music - A Touch Of Music [Disco de Vinil],"R$412,90",-1
Mais opções de compra,I Love the Blues / She Heard My Cry [Disco de Vinil],"R$203,97"
Dreams And Daggers [Disco de Vinil],"R$380,43","4,6 de 5 estrelas"
The Horn [Disco de Vinil],"R$255,43","3,0 de 5 estrelas"
Soft Hell [Disco de Vinil],"R$143,41",-1
Live at the London Palladium [Disco de Vinil],"R$239,44","5,0 de 5 estrelas"
Night In Tunisia [Disco de Vinil],"R$324,17","5,0 de 5 estrelas"
The New Folk Sound [Disco de Vinil],"R$239,67","4,7 de 5 estrelas"
September of My Years [Disco de Vinil],"R$192,78","4,6 de 5 estrelas"
Tomorrow Comes The Harvest [Disco de Vinil],"R$158,07","4,9 de 5 estrelas"
Circe (120G Vinyl) [Disco de Vinil],"R$199,89","5,0 de 5 estrelas"
Blue Walk,"R$348,31","4,3 de 5 estrelas"
Treasure Island [Disco de Vinil],"R$180,41","4,7 de 5 estrelas"
Soul Of A Nation: Afro-centric Visions In The Age,"R$231,25","4,8 de 5 estrelas"
Blowin' The Blues Away,"R$155,00","4,7 de 5 estrelas"
Ascension [Disco de Vinil],"R$191,76","4,8 de 5 estrelas"
The Sorcerer [Disco de Vinil],"R$192,58","4,4 de 5 estrelas"
Ultimate Sinatra [Disco de Vinil],"R$233,01","4,8 de 5 estrelas"
Freedom & Surrender [Disco de Vinil],"R$224,37","4,6 de 5 estrelas"
Mais opções de compra,Petite Afrique [Disco de Vinil],"R$207,03"
Kind of Blue [Disco de Vinil],"R$160,97","4,7 de 5 estrelas"
Drum Suite [Disco de Vinil],"R$319,38",-1
Blue Train [Disco de Vinil],"R$138,49","4,6 de 5 estrelas"
Genius of Modern Music 1 [Disco de Vinil],"R$146,98","4,2 de 5 estrelas"
Chet,"R$164,00","4,3 de 5 estrelas"
Famous Blue Raincoat [Disco de Vinil],"R$287,61","3,7 de 5 estrelas"
Getz / Gilberto [Disco de Vinil],"R$196,83","4,6 de 5 estrelas"
South Of The Border [Disco de Vinil],"R$179,70","4,7 de 5 estrelas"
The Musician [Disco de Vinil],"R$254,97","4,6 de 5 estrelas"
From Sleep,"R$238,35","4,4 de 5 estrelas"
The Elements [Disco de Vinil],"R$194,17","4,8 de 5 estrelas"
Volume 1,"R$144,24","4,6 de 5 estrelas"
Rise [Disco de Vinil],"R$169,13","4,5 de 5 estrelas"
The Leftovers (Music From the HBO Series--Season One) [Disco de Vinil],"R$275,72","4,4 de 5 estrelas"
Ella & Louis Again [Disco de Vinil],"R$153,00","4,6 de 5 estrelas"
Greatest Hits (1969) [Disco de Vinil],"R$151,17","4,9 de 5 estrelas"
Dreams [Disco de Vinil],"R$332,99","5,0 de 5 estrelas"
Herb ALPert And The Tijuana Bras - What Now My Love [Disco de Vinil],"R$181,15","4,8 de 5 estrelas"
A Love Supreme [Disco de Vinil],"R$210,64","4,6 de 5 estrelas"
Volume 1,"R$159,92","5,0 de 5 estrelas"
On The French Riviera + Bonus Tracks [Disco de Vinil],"R$144,40",-1
Take Five: Great Jazz Instrumentals / Various [Disco de Vinil],"R$199,00","5,0 de 5 estrelas"
Waves [Disco de Vinil],"R$211,44","4,4 de 5 estrelas"
Leapin and Lopin [Disco de Vinil],"R$152,63","4,4 de 5 estrelas"
Getz / Gilberto [Disco de Vinil],"R$162,00","4,6 de 5 estrelas"
Themes for Secret Agents [Disco de Vinil],"R$196,45","5,0 de 5 estrelas"
The Soul Sessions [Disco de Vinil],"R$169,29","4,5 de 5 estrelas"
I Go Back Home [Disco de Vinil],"R$340,65","4,7 de 5 estrelas"
Artscience [Disco de Vinil],"R$216,21","4,4 de 5 estrelas"
Portrait in Jazz [Disco de Vinil],"R$175,41","4,6 de 5 estrelas"
André Previn - Tchaikovsky: The Nutcracker [Disco de Vinil],"R$240,00","4,7 de 5 estrelas"
Live In Tokyo,"R$367,79","4,4 de 5 estrelas"
Blacksummers'Night [Disco de Vinil],"R$153,62","4,4 de 5 estrelas"
The President Plays With The Oscar Peterson Trio,"R$190,71","4,4 de 5 estrelas"
Indestructible,"R$172,17","4,6 de 5 estrelas"
Jazz Goes To College [Disco de Vinil],"R$219,69","4,7 de 5 estrelas"
I Put A Spell On You,"R$194,79","4,7 de 5 estrelas"
Greatest Hits Live [Disco de Vinil] [Disco de Vinil],"R$155,07","4,8 de 5 estrelas"
Body And Soul,"R$184,00","4,8 de 5 estrelas"
Three Quartets [Disco de Vinil],"R$150,48","4,5 de 5 estrelas"
Giant Steps [Disco de Vinil],"R$139,71","4,5 de 5 estrelas"
Hot [Disco de Vinil],"R$170,33","4,3 de 5 estrelas"
Devotion [Disco de Vinil],"R$142,77",-1
Two of a Mind,"R$199,89","4,5 de 5 estrelas"
"London Collection, Vol. 3 [Disco de Vinil]","R$219,94",-1
Mr. Shing-A-Ling [Disco de Vinil],"R$273,33","4,7 de 5 estrelas"
Allen Toussaint - American Tunes [Disco de Vinil],"R$726,85","4,8 de 5 estrelas"
Autumn Leaves: In Concert [Disco de Vinil],"R$161,13","4,6 de 5 estrelas"
Arvoles [Disco de Vinil],"R$173,37","4,5 de 5 estrelas"
Never Look Away,"R$236,61",-1
Eternity [Disco de Vinil],"R$187,65",-1
Arclight [Disco de Vinil],"R$214,17","4,8 de 5 estrelas"
Culcha Vulcha,"R$210,48","4,6 de 5 estrelas"
Rebellion Sessions [Disco de Vinil],"R$161,18","5,0 de 5 estrelas"
Blues and Ballads,"R$216,26","4,5 de 5 estrelas"
The Thing To Do [Disco de Vinil],"R$155,00","4,1 de 5 estrelas"
Blue And Sentimental,"R$144,11","4,5 de 5 estrelas"
Duets [Disco de Vinil],"R$243,17","4,5 de 5 estrelas"
Portrait of Sheila [Disco de Vinil],"R$142,33","4,7 de 5 estrelas"
Let 'Em Roll [Disco de Vinil],"R$151,83","4,3 de 5 estrelas"
How My Heart Sings [Disco de Vinil],"R$160,73","4,6 de 5 estrelas"
Components,"R$156,29","4,8 de 5 estrelas"
Brillant Corners [Disco de Vinil],"R$152,45","4,4 de 5 estrelas"
I Want To Hold Your Hand,"R$160,72","4,3 de 5 estrelas"
Doin' Allright,"R$201,93","4,9 de 5 estrelas"
Fuchsia Swing Song [Disco de Vinil],"R$153,32","4,6 de 5 estrelas"
Stardust [Disco de Vinil],"R$155,01","4,5 de 5 estrelas"
Brown Rice,"R$155,07","4,6 de 5 estrelas"
Search for the New Land [Disco de Vinil],"R$161,51","4,5 de 5 estrelas"
At Newport [Disco de Vinil],"R$155,00","4,1 de 5 estrelas"
In Orbit [Disco de Vinil],"R$156,44","5,0 de 5 estrelas"
Kind Of Brown: The Vinyl [Disco de Vinil],"R$405,18","4,8 de 5 estrelas"
Pastel Blues [Disco de Vinil],"R$192,75","4,8 de 5 estrelas"
Omnisphere [Disco de Vinil],"R$192,68","5,0 de 5 estrelas"
Mais opções de compra,Dysnomia [Disco de Vinil],"R$218,85"
Sylva [Disco de Vinil],"R$214,38","4,7 de 5 estrelas"
Mais opções de compra,Tenderly [Disco de Vinil],"R$189,31"
The Vinyl LP Collection,"R$1.253,37","5,0 de 5 estrelas"
Prisoner [Disco de Vinil],"R$161,51","4,0 de 5 estrelas"
Thembi [Disco de Vinil],"R$204,27","4,2 de 5 estrelas"
Very Best Of (180G) [Disco de Vinil],"R$127,71","4,7 de 5 estrelas"
Cape Verdean Blues [Disco de Vinil],"R$155,00","4,8 de 5 estrelas"
0.3541666667,"R$277,65","4,7 de 5 estrelas"
Your Queen Is A Reptile,"R$174,12","4,6 de 5 estrelas"
The Atlantic Years In Mono [Disco de Vinil],"R$1.325,95","4,6 de 5 estrelas"
Complete Communion,"R$144,57","4,6 de 5 estrelas"
State of the Tenor: Live at the Village Vanguard 1 [Disco de Vinil],"R$154,00","5,0 de 5 estrelas"
V2.0 (Deluxe Edition) [Disco de Vinil],"R$202,95","4,7 de 5 estrelas"
Adam's Apple [Disco de Vinil],"R$168,27","4,5 de 5 estrelas"
Into the Silence,"R$277,68","4,5 de 5 estrelas"
Mathias Eick [Disco de Vinil],"R$216,89","4,8 de 5 estrelas"
Man Made Object [Disco de Vinil],"R$211,70","4,6 de 5 estrelas"
Takin Off [Disco de Vinil],"R$183,57","4,8 de 5 estrelas"
Live at the Village Vanguard [Disco de Vinil],"R$282,51","4,7 de 5 estrelas"
Chris Potter Orchestra [Disco de Vinil],"R$274,32","4,0 de 5 estrelas"
Stan Getz Bossa Nova Years [Disco de Vinil],"R$1.120,95","4,6 de 5 estrelas"
Mingus Plays Piano [Disco de Vinil],"R$200,91","4,4 de 5 estrelas"
Thelonious Monk Quartet at Carnegie Hall [Disco de Vinil],"R$210,64","4,8 de 5 estrelas"
Modern Sounds in Country & Western Music Vol 1 & 2 [Disco de Vinil],"R$211,11","4,6 de 5 estrelas"
Jack Johnson [Disco de Vinil],"R$233,55","4,5 de 5 estrelas"
Everybody Loves the Sunshine (40th Anniversary) [Disco de Vinil],"R$199,89","4,6 de 5 estrelas"
Between Nothingness & Eternity,"R$238,00","4,7 de 5 estrelas"
Blue Train,"R$195,26","4,7 de 5 estrelas"
Happy Moods [Disco de Vinil],"R$128,08","5,0 de 5 estrelas"
Evolution (LP) [Disco de Vinil],"R$169,29","4,6 de 5 estrelas"
Dig In Deep [Disco de Vinil],"R$194,43","4,6 de 5 estrelas"
Mais opções de compra,Coming Forth By Day [Disco de Vinil],"R$238,58"
"Currents, Constellations","R$173,37","4,8 de 5 estrelas"
Jungle Jive: Voodoo Exotica Jungle Swing Vol. 1 - From Swingin'Dick's Collection of Shellac Shakin' Hot Jazz 78s! [Disco de Vinil],"R$139,35","5,0 de 5 estrelas"
United We Swing [Disco de Vinil],"R$237,63","4,7 de 5 estrelas"
Sister Orchid [Disco de Vinil],"R$138,66","4,1 de 5 estrelas"
The Complete Concert By The Sea,"R$349,90","4,7 de 5 estrelas"
Ye Maya E [Disco de Vinil],"R$141,76",-1
Agharta,"R$282,07","4,5 de 5 estrelas"
For King & Country,"R$181,78",-1
The Dreamers: The Gentle Side [Disco de Vinil],"R$245,79","4,8 de 5 estrelas"
Time Further Out [Disco de Vinil],"R$294,50","4,8 de 5 estrelas"
Blacks And Blues [Disco de Vinil],"R$193,77","4,7 de 5 estrelas"
Flood,"R$628,40","5,0 de 5 estrelas"
Llyria [Disco de Vinil],"R$248,85","4,4 de 5 estrelas"
Doo-Bop [Disco de Vinil],"R$219,92","4,5 de 5 estrelas"
Jazz at the Pawnshop / Various [Disco de Vinil],"R$284,55","4,6 de 5 estrelas"
IV,"R$199,89","4,8 de 5 estrelas"
Whipped Cream & Other Delights [Disco de Vinil],"R$167,40","4,7 de 5 estrelas"
Night at Birdland with Art Blakey Quintet Vol 1 [Disco de Vinil],"R$133,14","4,4 de 5 estrelas"
Be Good,"R$211,57","4,8 de 5 estrelas"
Coltrane's Sound [Disco de Vinil],"R$258,93","4,6 de 5 estrelas"
Somethin Else [Disco de Vinil],"R$155,93","4,1 de 5 estrelas"
Source,"R$199,89","4,2 de 5 estrelas"
Ray Charles - The Great Ray Charles [CD],"R$125,00","4,4 de 5 estrelas"
Blue [Disco de Vinil],"R$217,18","4,7 de 5 estrelas"
Offramp [Disco de Vinil],"R$197,85","4,7 de 5 estrelas"
Heaven & Earth,"R$550,17","4,4 de 5 estrelas"
Red Clay [Disco de Vinil],"R$318,33","4,3 de 5 estrelas"
Out of the Afternoon [Disco de Vinil],"R$544,25","4,7 de 5 estrelas"
Happenings [Disco de Vinil],"R$159,36","4,2 de 5 estrelas"
Modern Quintet [Disco de Vinil],"R$151,91","3,0 de 5 estrelas"
That's Life [Disco de Vinil],"R$198,87","4,4 de 5 estrelas"
Mais opções de compra,Bugge & Friends (180G Vinyl) [Disco de Vinil],"R$204,99"
Sonny's Crip [Disco de Vinil],"R$155,00","1,0 de 5 estrelas"
Saxophone Colossus [Disco de Vinil],"R$158,47","4,6 de 5 estrelas"
Reflections [Disco de Vinil],"R$202,79",-1
Mais opções de compra,Daddy Plays the Horn [Disco de Vinil],"R$558,55"
Stuff [Disco de Vinil],"R$386,55","3,3 de 5 estrelas"
The Other Side [Disco de Vinil],"R$204,99","4,6 de 5 estrelas"
Push Push [Disco de Vinil],"R$191,16","4,6 de 5 estrelas"
Chet [Disco de Vinil],"R$150,60","4,4 de 5 estrelas"
Liquid Spirit [Disco de Vinil],"R$213,81","4,6 de 5 estrelas"
Mais opções de compra,Babylon Is Falling [Disco de Vinil],"R$202,95"
Live At The Encore Theatre [Disco de Vinil],"R$174,39",-1
Sketches Of Ethiopia [Disco de Vinil],"R$160,45","4,2 de 5 estrelas"
Round About Midnight [Disco de Vinil],"R$227,42","4,4 de 5 estrelas"
Booker Little [Disco de Vinil],"R$129,44","3,8 de 5 estrelas"
Rumproller [Disco de Vinil],"R$217,88","4,4 de 5 estrelas"
Mais opções de compra,Latin Fever [Disco de Vinil],"R$176,43"
Takin' Off,"R$194,40","4,5 de 5 estrelas"
Mothership [Disco de Vinil],"R$218,70",-1
Return to Forever [Disco de Vinil],"R$194,79","4,6 de 5 estrelas"
Ballade of the Nocturnal Commune [Disco de Vinil],"R$87,18",-1
The Complete Birth Of The Cool,"R$373,24","4,5 de 5 estrelas"
Pathways To Unknown Worlds,"R$207,38","5,0 de 5 estrelas"
Harmony Of Difference,"R$147,87","4,6 de 5 estrelas"
Absinthe,"R$200,91","4,5 de 5 estrelas"
John Coltrane & Johnny Hartman [Disco de Vinil],"R$173,54","5,0 de 5 estrelas"
Ella At The Shrine,"R$155,20","2,7 de 5 estrelas"
Ballads [Disco de Vinil],"R$175,00","4,1 de 5 estrelas"
Shamania [Disco de Vinil],"R$199,89","4,7 de 5 estrelas"
Blue Spirits,"R$179,49","4,0 de 5 estrelas"
Breaking Point,"R$145,26","5,0 de 5 estrelas"
Page One [Disco de Vinil],"R$156,23","4,3 de 5 estrelas"
Chi [Disco de Vinil],"R$214,97",-1
"A Night At Birdland, Vol. 2 [Disco de Vinil]","R$169,29","4,8 de 5 estrelas"
Birdland,"R$155,01","4,7 de 5 estrelas"
The Secret Between The Shadow And The Soul [Disco de Vinil],"R$211,31","4,4 de 5 estrelas"
Heritage (Red Vinyl) [Disco de Vinil],"R$152,97","4,8 de 5 estrelas"
Blues-Ette [Disco de Vinil],"R$139,08","4,6 de 5 estrelas"
Take Cover [Disco de Vinil],"R$161,74","5,0 de 5 estrelas"
Sun Of Goldfinger [Disco de Vinil],"R$202,95","4,5 de 5 estrelas"
The Charlie Parker Story [Disco de Vinil],"R$141,31","4,2 de 5 estrelas"
Come Swing With Me!,"R$191,16","5,0 de 5 estrelas"
Come Dance With Me!,"R$216,19","4,6 de 5 estrelas"
Gustav Mahler / Primal Light [Disco de Vinil],"R$323,88","3,6 de 5 estrelas"
Such Sweet Thunder [Disco de Vinil],"R$151,47","4,6 de 5 estrelas"
